" ","  "
"שם לקוח","כתובת"
" "," "
"צביקה וינשטוק","16 יסמין הוד השרון"
" ","  "
"קוד מונה","מספר מונה"
"01/08/2024","06:45",.152
"01/08/2024","07:00",.148
"01/08/2024","07:15",.238
"01/08/2024","07:30",.156
"01/08/2024","07:45",.361
"01/08/2024","08:00",.368
"01/08/2024","08:15",.861
"01/08/2024","08:30",.376
"01/08/2024","08:45",.278
"01/08/2024","09:00",.287
"01/08/2024","09:15",.285
"01/08/2024","09:30",.288
"01/08/2024","09:45",.284
"01/08/2024","10:00",.287
"01/08/2024","10:15",.296
"01/08/2024","10:30",.289
"01/08/2024","10:45",.292
"01/08/2024","11:00",.298
"01/08/2024","11:15",.3
"01/08/2024","11:30",.29
"01/08/2024","11:45",.292
"01/08/2024","12:00",.291
"01/08/2024","12:15",.308
"01/08/2024","12:30",.295
"01/08/2024","12:45",.304
"01/08/2024","13:00",.298
"01/08/2024","13:15",.304
"01/08/2024","13:30",.298
"01/08/2024","13:45",.319
"01/08/2024","14:00",.303
"01/08/2024","14:15",.3
"01/08/2024","14:30",.303
"01/08/2024","14:45",.221
"01/08/2024","15:00",.116
"01/08/2024","15:15",.115
"01/08/2024","15:30",.116
"01/08/2024","15:45",.119
"01/08/2024","16:00",.104
"01/08/2024","16:15",.121
"01/08/2024","16:30",.115
"01/08/2024","16:45",.116
"01/08/2024","17:00",.351
"01/08/2024","17:15",.298
"01/08/2024","17:30",.297
"01/08/2024","17:45",.289
"01/08/2024","18:00",.282
"01/08/2024","18:15",.292
"01/08/2024","18:30",.285
"01/08/2024","18:45",.288
"01/08/2024","19:00",.281
"01/08/2024","19:15",.28
"01/08/2024","19:30",.309
"01/08/2024","19:45",.341
"01/08/2024","20:00",.744
"01/08/2024","20:15",.77
"01/08/2024","20:30",.911
"01/08/2024","20:45",1.477
"01/08/2024","21:00",1.488
"01/08/2024","21:15",1.478
"01/08/2024","21:30",1.426
"01/08/2024","21:45",.782
"01/08/2024","22:00",.823
"01/08/2024","22:15",.815
"01/08/2024","22:30",.966
"01/08/2024","22:45",1.074
"01/08/2024","23:00",1.063
"01/08/2024","23:15",.862
"01/08/2024","23:30",.544
"01/08/2024","23:45",.283
"02/08/2024","00:00",.285
"02/08/2024","00:15",.268
"02/08/2024","00:30",.274
"02/08/2024","00:45",.278
"02/08/2024","01:00",.267
"02/08/2024","01:15",.262
"02/08/2024","01:30",.275
"02/08/2024","01:45",.259
"02/08/2024","02:00",.213
"02/08/2024","02:15",.21
"02/08/2024","02:30",.213
"02/08/2024","02:45",.276
"02/08/2024","03:00",.224
"02/08/2024","03:15",.203
"02/08/2024","03:30",.195
"02/08/2024","03:45",.196
"02/08/2024","04:00",.2
"02/08/2024","04:15",.185
"02/08/2024","04:30",.203
"02/08/2024","04:45",.19
"02/08/2024","05:00",.193
"02/08/2024","05:15",.202
"02/08/2024","05:30",.188
"02/08/2024","05:45",.197
"02/08/2024","06:00",.191
"02/08/2024","06:15",.197
"02/08/2024","06:30",.202
"02/08/2024","06:45",.177
"02/08/2024","07:00",.184
"02/08/2024","07:15",.255
"02/08/2024","07:30",.19
"02/08/2024","07:45",.189
"02/08/2024","08:00",.2
"02/08/2024","08:15",.253
"02/08/2024","08:30",.244
"02/08/2024","08:45",.267
"02/08/2024","09:00",.315
"02/08/2024","09:15",.319
"02/08/2024","09:30",.563
"02/08/2024","09:45",.681
"02/08/2024","10:00",.788
"02/08/2024","10:15",.987
"02/08/2024","10:30",.927
"02/08/2024","10:45",.757
"02/08/2024","11:00",.759
"02/08/2024","11:15",.763
"02/08/2024","11:30",.765
"02/08/2024","11:45",.766
"02/08/2024","12:00",.768
"02/08/2024","12:15",.756
"02/08/2024","12:30",.777
"02/08/2024","12:45",.76
"02/08/2024","13:00",.785
"02/08/2024","13:15",.808
"02/08/2024","13:30",.83
"02/08/2024","13:45",.878
"02/08/2024","14:00",1.098
"02/08/2024","14:15",1.08
"02/08/2024","14:30",1.066
"02/08/2024","14:45",1.064
"02/08/2024","15:00",1.073
"02/08/2024","15:15",1.059
"02/08/2024","15:30",1.048
"02/08/2024","15:45",1.056
"02/08/2024","16:00",1.046
"02/08/2024","16:15",1.097
"02/08/2024","16:30",.857
"02/08/2024","16:45",.775
"02/08/2024","17:00",.773
"02/08/2024","17:15",.769
"02/08/2024","17:30",.869
"02/08/2024","17:45",.757
"02/08/2024","18:00",.751
"02/08/2024","18:15",.753
"02/08/2024","18:30",.739
"02/08/2024","18:45",.751
"02/08/2024","19:00",.781
"02/08/2024","19:15",.837
"02/08/2024","19:30",.924
"02/08/2024","19:45",1.058
"02/08/2024","20:00",1.027
"02/08/2024","20:15",.773
"02/08/2024","20:30",.767
"02/08/2024","20:45",.891
"02/08/2024","21:00",.708
"02/08/2024","21:15",.776
"02/08/2024","21:30",.765
"02/08/2024","21:45",.768
"02/08/2024","22:00",.75
"02/08/2024","22:15",.778
"02/08/2024","22:30",.809
"02/08/2024","22:45",.814
"02/08/2024","23:00",.755
"02/08/2024","23:15",.896
"02/08/2024","23:30",.899
"02/08/2024","23:45",.928
"03/08/2024","00:00",.988
"03/08/2024","00:15",.78
"03/08/2024","00:30",.745
"03/08/2024","00:45",.617
"03/08/2024","01:00",.324
"03/08/2024","01:15",.476
"03/08/2024","01:30",.745
"03/08/2024","01:45",.845
"03/08/2024","02:00",.816
"03/08/2024","02:15",.829
"03/08/2024","02:30",.876
"03/08/2024","02:45",.534
"03/08/2024","03:00",.176
"03/08/2024","03:15",.17
"03/08/2024","03:30",.172
"03/08/2024","03:45",.177
"03/08/2024","04:00",.172
"03/08/2024","04:15",.174
"03/08/2024","04:30",.268
"03/08/2024","04:45",.176
"03/08/2024","05:00",.17
"03/08/2024","05:15",.17
"03/08/2024","05:30",.176
"03/08/2024","05:45",.17
"03/08/2024","06:00",.171
"03/08/2024","06:15",.176
"03/08/2024","06:30",.171
"03/08/2024","06:45",.18
"03/08/2024","07:00",.234
"03/08/2024","07:15",.292
"03/08/2024","07:30",.246
"03/08/2024","07:45",.275
"03/08/2024","08:00",.29
"03/08/2024","08:15",.311
"03/08/2024","08:30",.741
"03/08/2024","08:45",.465
"03/08/2024","09:00",.522
"03/08/2024","09:15",.535
"03/08/2024","09:30",.533
"03/08/2024","09:45",.531
"03/08/2024","10:00",.469
"03/08/2024","10:15",.1
"03/08/2024","10:30",.295
"03/08/2024","10:45",.906
"03/08/2024","11:00",1.008
"03/08/2024","11:15",.862
"03/08/2024","11:30",.176
"03/08/2024","11:45",.112
"03/08/2024","12:00",.097
"03/08/2024","12:15",.116
"03/08/2024","12:30",.106
"03/08/2024","12:45",.105
"03/08/2024","13:00",.097
"03/08/2024","13:15",.111
"03/08/2024","13:30",.106
"03/08/2024","13:45",.108
"03/08/2024","14:00",.107
"03/08/2024","14:15",.108
"03/08/2024","14:30",.116
"03/08/2024","14:45",.096
"03/08/2024","15:00",.107
"03/08/2024","15:15",.109
"03/08/2024","15:30",.102
"03/08/2024","15:45",.105
"03/08/2024","16:00",.108
"03/08/2024","16:15",.114
"03/08/2024","16:30",.118
"03/08/2024","16:45",.108
"03/08/2024","17:00",.106
"03/08/2024","17:15",.209
"03/08/2024","17:30",.11
"03/08/2024","17:45",.267
"03/08/2024","18:00",1.223
"03/08/2024","18:15",1.62
"03/08/2024","18:30",1.598
"03/08/2024","18:45",1.593
"03/08/2024","19:00",1.579
"03/08/2024","19:15",1.574
"03/08/2024","19:30",1.543
"03/08/2024","19:45",.99
"03/08/2024","20:00",1.035
"03/08/2024","20:15",.968
"03/08/2024","20:30",.911
"03/08/2024","20:45",.905
"03/08/2024","21:00",.724
"03/08/2024","21:15",.863
"03/08/2024","21:30",1.245
"03/08/2024","21:45",1.225
"03/08/2024","22:00",.806
"03/08/2024","22:15",.805
"03/08/2024","22:30",.92
"03/08/2024","22:45",1.374
"03/08/2024","23:00",1.324
"03/08/2024","23:15",.994
"03/08/2024","23:30",1.011
"03/08/2024","23:45",1.066
"04/08/2024","00:00",1.062
"04/08/2024","00:15",.943
"04/08/2024","00:30",.751
"04/08/2024","00:45",.711
"04/08/2024","01:00",.562
"04/08/2024","01:15",.446
"04/08/2024","01:30",.437
"04/08/2024","01:45",.402
"04/08/2024","02:00",.339
"04/08/2024","02:15",.335
"04/08/2024","02:30",.309
"04/08/2024","02:45",.323
"04/08/2024","03:00",.301
"04/08/2024","03:15",.302
"04/08/2024","03:30",.327
"04/08/2024","03:45",.302
"04/08/2024","04:00",.298
"04/08/2024","04:15",.295
"04/08/2024","04:30",.304
"04/08/2024","04:45",.326
"04/08/2024","05:00",.321
"04/08/2024","05:15",.361
"04/08/2024","05:30",.356
"04/08/2024","05:45",.354
"04/08/2024","06:00",.331
"04/08/2024","06:15",.32
"04/08/2024","06:30",.321
"04/08/2024","06:45",.329
"04/08/2024","07:00",.347
"04/08/2024","07:15",.422
"04/08/2024","07:30",.519
"04/08/2024","07:45",.506
"04/08/2024","08:00",.392
"04/08/2024","08:15",.252
"04/08/2024","08:30",.219
"04/08/2024","08:45",.797
"04/08/2024","09:00",.824
"04/08/2024","09:15",.876
"04/08/2024","09:30",.568
"04/08/2024","09:45",.051
"04/08/2024","10:00",.047
"04/08/2024","10:15",.047
"04/08/2024","10:30",.049
"04/08/2024","10:45",.047
"04/08/2024","11:00",.076
"04/08/2024","11:15",.081
"04/08/2024","11:30",.053
"04/08/2024","11:45",.05
"04/08/2024","12:00",.045
"04/08/2024","12:15",.052
"04/08/2024","12:30",.051
"04/08/2024","12:45",.052
"04/08/2024","13:00",.057
"04/08/2024","13:15",.051
"04/08/2024","13:30",.055
"04/08/2024","13:45",.049
"04/08/2024","14:00",.051
"04/08/2024","14:15",.055
"04/08/2024","14:30",.049
"04/08/2024","14:45",.051
"04/08/2024","15:00",.64
"04/08/2024","15:15",.785
"04/08/2024","15:30",.79
"04/08/2024","15:45",.785
"04/08/2024","16:00",.785
"04/08/2024","16:15",.771
"04/08/2024","16:30",.76
"04/08/2024","16:45",.3
"04/08/2024","17:00",.102
"04/08/2024","17:15",.1
"04/08/2024","17:30",.099
"04/08/2024","17:45",.105
"04/08/2024","18:00",.559
"04/08/2024","18:15",1.26
"04/08/2024","18:30",1.404
"04/08/2024","18:45",1.403
"04/08/2024","19:00",1.387
"04/08/2024","19:15",1.388
"04/08/2024","19:30",1.387
"04/08/2024","19:45",1.403
"04/08/2024","20:00",1.302
"04/08/2024","20:15",.664
"04/08/2024","20:30",.77
"04/08/2024","20:45",.655
"04/08/2024","21:00",.744
"04/08/2024","21:15",.626
"04/08/2024","21:30",.75
"04/08/2024","21:45",.598
"04/08/2024","22:00",.705
"04/08/2024","22:15",.589
"04/08/2024","22:30",.713
"04/08/2024","22:45",.661
"04/08/2024","23:00",.604
"04/08/2024","23:15",.667
"04/08/2024","23:30",.66
"04/08/2024","23:45",1.175
"05/08/2024","00:00",.849
"05/08/2024","00:15",.935
"05/08/2024","00:30",1.048
"05/08/2024","00:45",.817
"05/08/2024","01:00",.736
"05/08/2024","01:15",.832
"05/08/2024","01:30",.32
"05/08/2024","01:45",.277
"05/08/2024","02:00",.239
"05/08/2024","02:15",.27
"05/08/2024","02:30",.304
"05/08/2024","02:45",.236
"05/08/2024","03:00",.233
"05/08/2024","03:15",.202
"05/08/2024","03:30",.169
"05/08/2024","03:45",.169
"05/08/2024","04:00",.175
"05/08/2024","04:15",.17
"05/08/2024","04:30",.168
"05/08/2024","04:45",.174
"05/08/2024","05:00",.168
"05/08/2024","05:15",.189
"05/08/2024","05:30",.234
"05/08/2024","05:45",.229
"05/08/2024","06:00",.229
"05/08/2024","06:15",.242
"05/08/2024","06:30",.259
"05/08/2024","06:45",.227
"05/08/2024","07:00",.213
"05/08/2024","07:15",.282
"05/08/2024","07:30",.228
"05/08/2024","07:45",.217
"05/08/2024","08:00",.219
"05/08/2024","08:15",.276
"05/08/2024","08:30",.424
"05/08/2024","08:45",.505
"05/08/2024","09:00",.321
"05/08/2024","09:15",.312
"05/08/2024","09:30",.309
"05/08/2024","09:45",.304
"05/08/2024","10:00",.308
"05/08/2024","10:15",.314
"05/08/2024","10:30",.287
"05/08/2024","10:45",.777
"05/08/2024","11:00",1.022
"05/08/2024","11:15",.998
"05/08/2024","11:30",1.261
"05/08/2024","11:45",1.307
"05/08/2024","12:00",1.064
"05/08/2024","12:15",1.046
"05/08/2024","12:30",.965
"05/08/2024","12:45",.78
"05/08/2024","13:00",.744
"05/08/2024","13:15",.743
"05/08/2024","13:30",.784
"05/08/2024","13:45",1.153
"05/08/2024","14:00",1.211
"05/08/2024","14:15",1.114
"05/08/2024","14:30",.926
"05/08/2024","14:45",1.046
"05/08/2024","15:00",1.044
"05/08/2024","15:15",1.037
"05/08/2024","15:30",1.012
"05/08/2024","15:45",.76
"05/08/2024","16:00",.864
"05/08/2024","16:15",.972
"05/08/2024","16:30",.98
"05/08/2024","16:45",.971
"05/08/2024","17:00",.927
"05/08/2024","17:15",.935
"05/08/2024","17:30",.971
"05/08/2024","17:45",.961
"05/08/2024","18:00",.965
"05/08/2024","18:15",.954
"05/08/2024","18:30",.942
"05/08/2024","18:45",.888
"05/08/2024","19:00",.732
"05/08/2024","19:15",.713
"05/08/2024","19:30",.751
"05/08/2024","19:45",.796
"05/08/2024","20:00",.857
"05/08/2024","20:15",.693
"05/08/2024","20:30",.834
"05/08/2024","20:45",.806
"05/08/2024","21:00",.83
"05/08/2024","21:15",.892
"05/08/2024","21:30",.904
"05/08/2024","21:45",.846
"05/08/2024","22:00",.74
"05/08/2024","22:15",.756
"05/08/2024","22:30",.748
"05/08/2024","22:45",.811
"05/08/2024","23:00",.634
"05/08/2024","23:15",.711
"05/08/2024","23:30",.569
"05/08/2024","23:45",.492
"06/08/2024","00:00",.493
"06/08/2024","00:15",.493
"06/08/2024","00:30",.491
"06/08/2024","00:45",.52
"06/08/2024","01:00",.519
"06/08/2024","01:15",.36
"06/08/2024","01:30",.28
"06/08/2024","01:45",.274
"06/08/2024","02:00",.243
"06/08/2024","02:15",.247
"06/08/2024","02:30",.239
"06/08/2024","02:45",.238
"06/08/2024","03:00",.241
"06/08/2024","03:15",.234
"06/08/2024","03:30",.234
"06/08/2024","03:45",.239
"06/08/2024","04:00",.232
"06/08/2024","04:15",.233
"06/08/2024","04:30",.235
"06/08/2024","04:45",.234
"06/08/2024","05:00",.232
"06/08/2024","05:15",.232
"06/08/2024","05:30",.238
"06/08/2024","05:45",.231
"06/08/2024","06:00",.218
"06/08/2024","06:15",.225
"06/08/2024","06:30",.221
"06/08/2024","06:45",.223
"06/08/2024","07:00",.316
"06/08/2024","07:15",.243
"06/08/2024","07:30",.238
"06/08/2024","07:45",.247
"06/08/2024","08:00",.288
"06/08/2024","08:15",.285
"06/08/2024","08:30",.285
"06/08/2024","08:45",.402
"06/08/2024","09:00",.844
"06/08/2024","09:15",1.163
"06/08/2024","09:30",1.153
"06/08/2024","09:45",1.193
"06/08/2024","10:00",.86
"06/08/2024","10:15",.619
"06/08/2024","10:30",.552
"06/08/2024","10:45",.628
"06/08/2024","11:00",.562
"06/08/2024","11:15",.335
"06/08/2024","11:30",.303
"06/08/2024","11:45",.68
"06/08/2024","12:00",.961
"06/08/2024","12:15",.975
"06/08/2024","12:30",.409
"06/08/2024","12:45",.28
"06/08/2024","13:00",.289
"06/08/2024","13:15",.275
"06/08/2024","13:30",.283
"06/08/2024","13:45",.291
"06/08/2024","14:00",.372
"06/08/2024","14:15",.29
"06/08/2024","14:30",.288
"06/08/2024","14:45",.345
"06/08/2024","15:00",.315
"06/08/2024","15:15",.358
"06/08/2024","15:30",.362
"06/08/2024","15:45",.314
"06/08/2024","16:00",.304
"06/08/2024","16:15",.283
"06/08/2024","16:30",.293
"06/08/2024","16:45",.286
"06/08/2024","17:00",.291
"06/08/2024","17:15",.284
"06/08/2024","17:30",.253
"06/08/2024","17:45",.562
"06/08/2024","18:00",.774
"06/08/2024","18:15",.76
"06/08/2024","18:30",.757
"06/08/2024","18:45",.752
"06/08/2024","19:00",.771
"06/08/2024","19:15",.747
"06/08/2024","19:30",.787
"06/08/2024","19:45",.805
"06/08/2024","20:00",.793
"06/08/2024","20:15",.774
"06/08/2024","20:30",.833
"06/08/2024","20:45",1.004
"06/08/2024","21:00",1.008
"06/08/2024","21:15",.829
"06/08/2024","21:30",.801
"06/08/2024","21:45",.85
"06/08/2024","22:00",.877
"06/08/2024","22:15",.697
"06/08/2024","22:30",.83
"06/08/2024","22:45",.91
"06/08/2024","23:00",.927
"06/08/2024","23:15",.842
"06/08/2024","23:30",.312
"06/08/2024","23:45",.309
"07/08/2024","00:00",.296
"07/08/2024","00:15",.374
"07/08/2024","00:30",.277
"07/08/2024","00:45",.281
"07/08/2024","01:00",.276
"07/08/2024","01:15",.277
"07/08/2024","01:30",.271
"07/08/2024","01:45",.261
"07/08/2024","02:00",.238
"07/08/2024","02:15",.233
"07/08/2024","02:30",.236
"07/08/2024","02:45",.237
"07/08/2024","03:00",.235
"07/08/2024","03:15",.241
"07/08/2024","03:30",.235
"07/08/2024","03:45",.219
"07/08/2024","04:00",.211
"07/08/2024","04:15",.205
"07/08/2024","04:30",.207
"07/08/2024","04:45",.205
"07/08/2024","05:00",.188
"07/08/2024","05:15",.194
"07/08/2024","05:30",.18
"07/08/2024","05:45",.179
"07/08/2024","06:00",.175
"07/08/2024","06:15",.167
"07/08/2024","06:30",.167
"07/08/2024","06:45",.173
"07/08/2024","07:00",.169
"07/08/2024","07:15",.262
"07/08/2024","07:30",.229
"07/08/2024","07:45",.266
"07/08/2024","08:00",.263
"07/08/2024","08:15",.316
"07/08/2024","08:30",.326
"07/08/2024","08:45",.515
"07/08/2024","09:00",.225
"07/08/2024","09:15",.179
"07/08/2024","09:30",.282
"07/08/2024","09:45",.283
"07/08/2024","10:00",.286
"07/08/2024","10:15",.291
"07/08/2024","10:30",.292
"07/08/2024","10:45",.289
"07/08/2024","11:00",.287
"07/08/2024","11:15",.29
"07/08/2024","11:30",.273
"07/08/2024","11:45",.388
"07/08/2024","12:00",.102
"07/08/2024","12:15",.24
"07/08/2024","12:30",.163
"07/08/2024","12:45",.086
"07/08/2024","13:00",.856
"07/08/2024","13:15",.883
"07/08/2024","13:30",.884
"07/08/2024","13:45",.851
"07/08/2024","14:00",.829
"07/08/2024","14:15",.83
"07/08/2024","14:30",.824
"07/08/2024","14:45",.272
"07/08/2024","15:00",.08
"07/08/2024","15:15",.08
"07/08/2024","15:30",.15
"07/08/2024","15:45",.081
"07/08/2024","16:00",.081
"07/08/2024","16:15",.163
"07/08/2024","16:30",.073
"07/08/2024","16:45",.161
"07/08/2024","17:00",.261
"07/08/2024","17:15",.285
"07/08/2024","17:30",.29
"07/08/2024","17:45",.287
"07/08/2024","18:00",.29
"07/08/2024","18:15",.089
"07/08/2024","18:30",.638
"07/08/2024","18:45",.803
"07/08/2024","19:00",1.408
"07/08/2024","19:15",1.438
"07/08/2024","19:30",1.457
"07/08/2024","19:45",1.464
"07/08/2024","20:00",1.455
"07/08/2024","20:15",1.472
"07/08/2024","20:30",1.161
"07/08/2024","20:45",.645
"07/08/2024","21:00",.79
"07/08/2024","21:15",1.049
"07/08/2024","21:30",.973
"07/08/2024","21:45",1.082
"07/08/2024","22:00",.731
"07/08/2024","22:15",.733
"07/08/2024","22:30",.737
"07/08/2024","22:45",.649
"07/08/2024","23:00",.725
"07/08/2024","23:15",.717
"07/08/2024","23:30",.625
"07/08/2024","23:45",.715
"08/08/2024","00:00",.293
"08/08/2024","00:15",.284
"08/08/2024","00:30",.278
"08/08/2024","00:45",.282
"08/08/2024","01:00",.276
"08/08/2024","01:15",.277
"08/08/2024","01:30",.273
"08/08/2024","01:45",.269
"08/08/2024","02:00",.246
"08/08/2024","02:15",.327
"08/08/2024","02:30",.224
"08/08/2024","02:45",.213
"08/08/2024","03:00",.215
"08/08/2024","03:15",.209
"08/08/2024","03:30",.205
"08/08/2024","03:45",.205
"08/08/2024","04:00",.228
"08/08/2024","04:15",.233
"08/08/2024","04:30",.204
"08/08/2024","04:45",.196
"08/08/2024","05:00",.202
"08/08/2024","05:15",.197
"08/08/2024","05:30",.2
"08/08/2024","05:45",.195
"08/08/2024","06:00",.196
"08/08/2024","06:15",.196
"08/08/2024","06:30",.19
"08/08/2024","06:45",.196
"08/08/2024","07:00",.193
"08/08/2024","07:15",.267
"08/08/2024","07:30",.211
"08/08/2024","07:45",.23
"08/08/2024","08:00",.298
"08/08/2024","08:15",.312
"08/08/2024","08:30",.299
"08/08/2024","08:45",.296
"08/08/2024","09:00",.283
"08/08/2024","09:15",.06
"08/08/2024","09:30",.478
"08/08/2024","09:45",.709
"08/08/2024","10:00",.514
"08/08/2024","10:15",.297
"08/08/2024","10:30",.287
"08/08/2024","10:45",.294
"08/08/2024","11:00",.294
"08/08/2024","11:15",.294
"08/08/2024","11:30",.299
"08/08/2024","11:45",.301
"08/08/2024","12:00",.303
"08/08/2024","12:15",.303
"08/08/2024","12:30",.303
"08/08/2024","12:45",.318
"08/08/2024","13:00",.291
"08/08/2024","13:15",.291
"08/08/2024","13:30",.298
"08/08/2024","13:45",.292
"08/08/2024","14:00",.298
"08/08/2024","14:15",.295
"08/08/2024","14:30",.289
"08/08/2024","14:45",.323
"08/08/2024","15:00",.296
"08/08/2024","15:15",.295
"08/08/2024","15:30",.29
"08/08/2024","15:45",.295
"08/08/2024","16:00",.284
"08/08/2024","16:15",.296
"08/08/2024","16:30",.295
"08/08/2024","16:45",.267
"08/08/2024","17:00",.107
"08/08/2024","17:15",.683
"08/08/2024","17:30",.839
"08/08/2024","17:45",.841
"08/08/2024","18:00",.833
"08/08/2024","18:15",.81
"08/08/2024","18:30",.806
"08/08/2024","18:45",.118
"08/08/2024","19:00",.285
"08/08/2024","19:15",.282
"08/08/2024","19:30",.315
"08/08/2024","19:45",.321
"08/08/2024","20:00",.411
"08/08/2024","20:15",.315
"08/08/2024","20:30",.265
"08/08/2024","20:45",.15
"08/08/2024","21:00",.154
"08/08/2024","21:15",.923
"08/08/2024","21:30",1.414
"08/08/2024","21:45",1.408
"08/08/2024","22:00",1.408
"08/08/2024","22:15",1.443
"08/08/2024","22:30",1.288
"08/08/2024","22:45",.814
"08/08/2024","23:00",.769
"08/08/2024","23:15",.652
"08/08/2024","23:30",.748
"08/08/2024","23:45",.812
"09/08/2024","00:00",.553
"09/08/2024","00:15",.489
"09/08/2024","00:30",.494
"09/08/2024","00:45",.489
"09/08/2024","01:00",.488
"09/08/2024","01:15",.495
"09/08/2024","01:30",.487
"09/08/2024","01:45",.489
"09/08/2024","02:00",.433
"09/08/2024","02:15",.426
"09/08/2024","02:30",.366
"09/08/2024","02:45",.214
"09/08/2024","03:00",.198
"09/08/2024","03:15",.164
"09/08/2024","03:30",.163
"09/08/2024","03:45",.16
"09/08/2024","04:00",.164
"09/08/2024","04:15",.157
"09/08/2024","04:30",.162
"09/08/2024","04:45",.155
"09/08/2024","05:00",.157
"09/08/2024","05:15",.162
"09/08/2024","05:30",.249
"09/08/2024","05:45",.156
"09/08/2024","06:00",.15
"09/08/2024","06:15",.144
"09/08/2024","06:30",.147
"09/08/2024","06:45",.147
"09/08/2024","07:00",.146
"09/08/2024","07:15",.19
"09/08/2024","07:30",.148
"09/08/2024","07:45",.155
"09/08/2024","08:00",.152
"09/08/2024","08:15",.188
"09/08/2024","08:30",.227
"09/08/2024","08:45",.287
"09/08/2024","09:00",.289
"09/08/2024","09:15",.27
"09/08/2024","09:30",.269
"09/08/2024","09:45",.248
"09/08/2024","10:00",.25
"09/08/2024","10:15",.256
"09/08/2024","10:30",.251
"09/08/2024","10:45",.225
"09/08/2024","11:00",.55
"09/08/2024","11:15",.72
"09/08/2024","11:30",.729
"09/08/2024","11:45",.14
"09/08/2024","12:00",.052
"09/08/2024","12:15",.054
"09/08/2024","12:30",.043
"09/08/2024","12:45",.059
"09/08/2024","13:00",.053
"09/08/2024","13:15",.054
"09/08/2024","13:30",.143
"09/08/2024","13:45",1.039
"09/08/2024","14:00",1.078
"09/08/2024","14:15",1.082
"09/08/2024","14:30",1.088
"09/08/2024","14:45",1.088
"09/08/2024","15:00",.908
"09/08/2024","15:15",.495
"09/08/2024","15:30",.331
"09/08/2024","15:45",.351
"09/08/2024","16:00",.433
"09/08/2024","16:15",.979
"09/08/2024","16:30",1.025
"09/08/2024","16:45",1.028
"09/08/2024","17:00",1.014
"09/08/2024","17:15",.996
"09/08/2024","17:30",.962
"09/08/2024","17:45",.967
"09/08/2024","18:00",.996
"09/08/2024","18:15",.977
"09/08/2024","18:30",.982
"09/08/2024","18:45",1.076
"09/08/2024","19:00",1.009
"09/08/2024","19:15",1.013
"09/08/2024","19:30",1.069
"09/08/2024","19:45",1.057
"09/08/2024","20:00",.914
"09/08/2024","20:15",.915
"09/08/2024","20:30",.911
"09/08/2024","20:45",.864
"09/08/2024","21:00",.868
"09/08/2024","21:15",1.151
"09/08/2024","21:30",.907
"09/08/2024","21:45",1.021
"09/08/2024","22:00",.939
"09/08/2024","22:15",.971
"09/08/2024","22:30",.82
"09/08/2024","22:45",.767
"09/08/2024","23:00",.665
"09/08/2024","23:15",.727
"09/08/2024","23:30",.914
"09/08/2024","23:45",1.018
"10/08/2024","00:00",.83
"10/08/2024","00:15",.905
"10/08/2024","00:30",.639
"10/08/2024","00:45",.291
"10/08/2024","01:00",.287
"10/08/2024","01:15",.238
"10/08/2024","01:30",.216
"10/08/2024","01:45",.219
"10/08/2024","02:00",.18
"10/08/2024","02:15",.182
"10/08/2024","02:30",.179
"10/08/2024","02:45",.176
"10/08/2024","03:00",.17
"10/08/2024","03:15",.174
"10/08/2024","03:30",.171
"10/08/2024","03:45",.19
"10/08/2024","04:00",.306
"10/08/2024","04:15",.214
"10/08/2024","04:30",.234
"10/08/2024","04:45",.202
"10/08/2024","05:00",.194
"10/08/2024","05:15",.197
"10/08/2024","05:30",.197
"10/08/2024","05:45",.194
"10/08/2024","06:00",.189
"10/08/2024","06:15",.186
"10/08/2024","06:30",.186
"10/08/2024","06:45",.185
"10/08/2024","07:00",.196
"10/08/2024","07:15",.25
"10/08/2024","07:30",.212
"10/08/2024","07:45",.521
"10/08/2024","08:00",1.16
"10/08/2024","08:15",.927
"10/08/2024","08:30",.393
"10/08/2024","08:45",.134
"10/08/2024","09:00",.102
"10/08/2024","09:15",.109
"10/08/2024","09:30",.109
"10/08/2024","09:45",.091
"10/08/2024","10:00",.098
"10/08/2024","10:15",.1
"10/08/2024","10:30",.101
"10/08/2024","10:45",.458
"10/08/2024","11:00",.761
"10/08/2024","11:15",.779
"10/08/2024","11:30",1.163
"10/08/2024","11:45",1.044
"10/08/2024","12:00",.893
"10/08/2024","12:15",1.396
"10/08/2024","12:30",1.749
"10/08/2024","12:45",1.725
"10/08/2024","13:00",1.741
"10/08/2024","13:15",1.755
"10/08/2024","13:30",1.353
"10/08/2024","13:45",1.537
"10/08/2024","14:00",1.563
"10/08/2024","14:15",1.537
"10/08/2024","14:30",1.553
"10/08/2024","14:45",1.323
"10/08/2024","15:00",.877
"10/08/2024","15:15",1.048
"10/08/2024","15:30",1.056
"10/08/2024","15:45",1.036
"10/08/2024","16:00",1.029
"10/08/2024","16:15",.234
"10/08/2024","16:30",.088
"10/08/2024","16:45",.126
"10/08/2024","17:00",.124
"10/08/2024","17:15",.1
"10/08/2024","17:30",.097
"10/08/2024","17:45",.098
"10/08/2024","18:00",.092
"10/08/2024","18:15",.105
"10/08/2024","18:30",.087
"10/08/2024","18:45",.098
"10/08/2024","19:00",.085
"10/08/2024","19:15",.1
"10/08/2024","19:30",.135
"10/08/2024","19:45",.153
"10/08/2024","20:00",.137
"10/08/2024","20:15",.214
"10/08/2024","20:30",1.079
"10/08/2024","20:45",1.513
